사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
May-23,공항철도 1호선,4206,마곡나루(서울식물원),271045 ,262910 ,17937 ,18488 
May-23,공항철도 1호선,4207,김포공항,321668 ,174415 ,26519 ,17494 
May-23,공항철도 1호선,4208,계양,341901 ,315460 ,37300 ,34727 
May-23,공항철도 1호선,4209,검암,177790 ,179366 ,19238 ,19435 
May-23,공항철도 1호선,4210,청라국제도시,189898 ,179940 ,14957 ,14887 
May-23,공항철도 1호선,4211,운서,239280 ,250833 ,33036 ,33350 
May-23,공항철도 1호선,4212,공항화물청사,52184 ,55254 ,9953 ,9720 
May-23,공항철도 1호선,4213,인천공항1터미널,365625 ,350473 ,34330 ,31784 
May-23,공항철도 1호선,4215,인천공항2터미널,128291 ,113503 ,13556 ,12042 
May-23,공항철도 1호선,4217,영종,99989 ,101409 ,24386 ,24278 
May-23,9호선2~3단계,4126,언주,272097 ,278227 ,30802 ,30549 
May-23,9호선2~3단계,4127,선정릉,250077 ,275287 ,28271 ,29531 
May-23,9호선2~3단계,4128,삼성중앙,181656 ,189184 ,28517 ,27678 
May-23,9호선2~3단계,4129,봉은사,544387 ,572113 ,62506 ,60069 
May-23,9호선2~3단계,4130,종합운동장,119213 ,121626 ,24776 ,22815 
May-23,9호선2~3단계,4131,삼전,172022 ,161582 ,39105 ,38091 
May-23,9호선2~3단계,4132,석촌고분,156506 ,149396 ,40211 ,40387 
May-23,9호선2~3단계,4133,석촌,232911 ,207105 ,40505 ,35973 
May-23,9호선2~3단계,4134,송파나루,125460 ,134890 ,29799 ,31073 
May-23,9호선2~3단계,4135,한성백제,71203 ,63801 ,19522 ,17811 
May-23,9호선2~3단계,4136,올림픽공원(한국체대),245175 ,252878 ,37712 ,36717 
May-23,9호선2~3단계,4137,둔촌오륜,25580 ,24434 ,6905 ,7431 
May-23,9호선2~3단계,4138,중앙보훈병원,246571 ,211437 ,81779 ,80066 
May-23,우이신설선,4701,북한산우이,67515 ,59696 ,41950 ,43534 
May-23,우이신설선,4702,솔밭공원,50155 ,42676 ,31752 ,32836 
May-23,우이신설선,4703,4.19민주묘지,82324 ,83229 ,41060 ,36450 
May-23,우이신설선,4704,가오리,76759 ,71990 ,52855 ,54247 
May-23,우이신설선,4705,화계,62012 ,54961 ,47618 ,47818 
May-23,우이신설선,4706,삼양,32728 ,32695 ,28885 ,31714 
May-23,우이신설선,4707,삼양사거리,39310 ,38435 ,38532 ,38295 
May-23,우이신설선,4708,솔샘,135044 ,123329 ,41992 ,43945 
May-23,우이신설선,4709,북한산보국문,158116 ,144137 ,47299 ,46732 
May-23,우이신설선,4710,정릉,101532 ,88628 ,50146 ,47000 
May-23,우이신설선,4711,성신여대입구(돈암),78360 ,93668 ,31251 ,30904 
May-23,우이신설선,4712,보문,32476 ,33825 ,16599 ,16186 
May-23,우이신설선,4713,신설동,36896 ,37556 ,31331 ,27893 
May-23,신림선,4401,샛강,61469 ,75645 ,14801 ,14118 
May-23,신림선,4402,대방,66776 ,48360 ,16902 ,14100 
May-23,신림선,4403,서울지방병무청,61467 ,64694 ,23251 ,25289 
May-23,신림선,4404,보라매,86713 ,80279 ,23694 ,20621 
May-23,신림선,4405,보라매공원,45452 ,49047 ,16691 ,17874 
May-23,신림선,4406,보라매병원,139373 ,147316 ,48533 ,48366 
May-23,신림선,4407,당곡,94024 ,89747 ,36625 ,35497 
May-23,신림선,4408,신림,35033 ,54050 ,15655 ,19278 
May-23,신림선,4409,서원,77294 ,61520 ,24076 ,23539 
May-23,신림선,4410,서울대벤처타운,211416 ,188700 ,63498 ,63625 
May-23,신림선,4411,관악산(서울대),65957 ,69791 ,39175 ,39460 
