사용월,노선ID,노선번호,노선명,버스정류장ID,버스정류장명,승차승객수,하차승객수,
Feb-23,11110897,17,0017번(청암동~이촌동),1,청암자이아파트,456 ,6 ,
Feb-23,11110897,17,0017번(청암동~이촌동),2,청암동강변삼성아파트,1694 ,22 ,
Feb-23,11110897,17,0017번(청암동~이촌동),3,청심경로당,2844 ,32 ,
Feb-23,11110897,17,0017번(청암동~이촌동),4,원효2동주민센터,4603 ,125 ,
Feb-23,11110897,17,0017번(청암동~이촌동),5,산천동,5603 ,209 ,
Feb-23,11110897,17,0017번(청암동~이촌동),6,신창동세방아파트,5259 ,213 ,
Feb-23,11110897,17,0017번(청암동~이촌동),7,남이장군사당,1517 ,1317 ,
Feb-23,11110897,17,0017번(청암동~이촌동),8,새마을금고,4271 ,3209 ,
Feb-23,11110897,17,0017번(청암동~이촌동),9,용문시장,4807 ,1336 ,
Feb-23,11110897,17,0017번(청암동~이촌동),10,용산전자상가입구,2283 ,925 ,
Feb-23,11110897,17,0017번(청암동~이촌동),11,신용산지하차도,986 ,2084 ,
Feb-23,11110897,17,0017번(청암동~이촌동),12,용산역,25459 ,18615 ,
Feb-23,11110897,17,0017번(청암동~이촌동),13,용산푸르지오써밋,1085 ,1605 ,
Feb-23,11110897,17,0017번(청암동~이촌동),14,한강대교북단,5756 ,4655 ,
Feb-23,11110897,17,0017번(청암동~이촌동),15,서부이촌동입구,1727 ,9545 ,
Feb-23,11110897,17,0017번(청암동~이촌동),16,이촌2동대림아파트.새남터성지,632 ,8858 ,
Feb-23,11110897,17,0017번(청암동~이촌동),17,이촌2동주민센터,671 ,5563 ,
Feb-23,11110897,17,0017번(청암동~이촌동),18,성촌공원.포르쉐센터용산,158 ,1702 ,
Feb-23,11110897,17,0017번(청암동~이촌동),19,이촌119안전센터.성촌공원,211 ,1917 ,
Feb-23,11110897,17,0017번(청암동~이촌동),20,원효2동산호아파트후문,154 ,2310 ,
Feb-23,11110897,17,0017번(청암동~이촌동),21,청암동강변삼성아파트,2108 ,3504 ,
Feb-23,11110897,17,0017번(청암동~이촌동),22,원효2동산호아파트,3926 ,839 ,
Feb-23,11110897,17,0017번(청암동~이촌동),23,원효로풍전아파트,2438 ,328 ,
Feb-23,11110897,17,0017번(청암동~이촌동),24,성촌공원.포르쉐센터용산,2680 ,1018 ,
Feb-23,11110897,17,0017번(청암동~이촌동),25,이촌2동주민센터,7025 ,870 ,
Feb-23,11110897,17,0017번(청암동~이촌동),26,이촌2동대림아파트.새남터성지,9239 ,799 ,
Feb-23,11110897,17,0017번(청암동~이촌동),27,이촌2동강변아파트,7399 ,2864 ,
Feb-23,11110897,17,0017번(청암동~이촌동),28,한강대교북단.LG유플러스,5847 ,11347 ,
Feb-23,11110897,17,0017번(청암동~이촌동),29,신용산역,4323 ,9797 ,
Feb-23,11110897,17,0017번(청암동~이촌동),30,신용산역,21781 ,9475 ,
Feb-23,11110897,17,0017번(청암동~이촌동),31,신용산지하차도,1050 ,4231 ,
Feb-23,11110897,17,0017번(청암동~이촌동),32,용산전자상가입구,724 ,4224 ,
Feb-23,11110897,17,0017번(청암동~이촌동),33,용문시장,1702 ,4077 ,
Feb-23,11110897,17,0017번(청암동~이촌동),34,새마을금고,5589 ,4898 ,
Feb-23,11110897,17,0017번(청암동~이촌동),35,남이장군사당,217 ,2315 ,
Feb-23,11110897,17,0017번(청암동~이촌동),36,신창동세방아파트,124 ,6801 ,
Feb-23,11110897,17,0017번(청암동~이촌동),37,산천동,134 ,5207 ,
Feb-23,11110897,17,0017번(청암동~이촌동),38,산천동리버힐삼성아파트,38 ,3946 ,
Feb-23,11110897,17,0017번(청암동~이촌동),39,삼성테마트,9 ,2032 ,
Feb-23,11110897,17,0017번(청암동~이촌동),40,청암동강변삼성아파트,2 ,1211 ,
Feb-23,11110897,17,0017번(청암동~이촌동),41,청암자이아파트(가상),2 ,350 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),1,남산예장버스환승주차장,7001 ,281 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),2,퇴계로3가.한옥마을.한국의집,7101 ,116 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),3,충무로역2번출구.대한극장앞,14355 ,433 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),4,퇴계로5가,3043 ,871 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),5,장충문화체육센터.권기옥활동터,587 ,708 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),6,동대입구역.장충동,20825 ,2479 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),7,국립극장.반얀트리호텔,9348 ,5273 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),8,남산북측순환로입구,2747 ,3120 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),9,남산서울타워,51607 ,45141 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),10,남산도서관,4263 ,9355 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),11,백범광장,1209 ,5163 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),12,힐튼호텔,928 ,8142 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),13,남대문시장악세사리전문상가,2165 ,9135 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),14,시청앞,3375 ,11020 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),15,서울신문사,5764 ,4650 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),16,KT광화문지사,7422 ,5188 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),17,국립고궁박물관,1205 ,4238 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),18,청와대,4663 ,7633 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),19,춘추문,4746 ,3805 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),20,경복궁.국립민속박물관,7498 ,3220 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),21,안국역.인사동,4821 ,9092 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),22,남인사마당,2822 ,2975 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),23,종로2가.삼일교,1002 ,3704 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),24,남대문세무서.서울백병원,484 ,8572 ,
Feb-23,11110448,1,01번(예장주차장~예장주차장),25,남산예장버스환승주차장(종점가상),27 ,3723 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),1,서울드래곤시티,696 ,10 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),2,용산전자상가.전자랜드,377 ,56 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),3,원효로3가,1119 ,63 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),4,원효로2가사거리,320 ,82 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),5,남정초등학교,719 ,103 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),6,용산꿈나무종합타운.보건분소,1045 ,664 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),7,효창공원앞역.이봉창역사울림관,5900 ,1132 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),8,국민은행효창동지점,807 ,870 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),9,효창공원삼거리.윤봉길의사등묘역,567 ,3040 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),10,숙명여대후문.이봉창활동터,661 ,1703 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),11,효창공원후문,1775 ,1204 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),12,한겨레신문사입구,570 ,1199 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),13,대한노인회,940 ,803 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),14,효창운동장.효창동주민센터,664 ,136 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),15,서울금양초등학교.국민은행효창동지점,996 ,447 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),16,효창공원앞역.이봉창역사울림관,5109 ,1936 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),17,용산꿈나무종합타운.보건분소,1233 ,413 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),18,원효로2가,2329 ,805 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),19,원효로3가,2935 ,1479 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),20,원효풍전아파트,1486 ,1028 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),21,성촌공원.포르쉐센터용산,2203 ,1646 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),22,이촌2동주민센터,3005 ,1907 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),23,이촌2동대림아파트.새남터성지,3313 ,1487 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),24,이촌2동강변아파트,4829 ,1733 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),25,이촌동동부센트레빌,1401 ,1285 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),26,이촌1동충신교회앞,3307 ,2725 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),27,이촌동한강맨션.이촌역,6109 ,4362 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),28,신용산초등학교,3632 ,2109 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),29,이촌동점보아파트,5586 ,2073 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),30,금강병원.반도아파트,2090 ,2060 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),31,서빙고신동아아파트,4472 ,3067 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),32,동작대교전망카페,551 ,420 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),33,구반포역.세화고등학교,1460 ,3804 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),34,신반포역.세화여중고,2659 ,3302 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),35,고속터미널,12110 ,12021 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),36,반포미도아파트앞,14257 ,12067 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),37,법조단지,1593 ,3575 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),38,지하철2호선교대역2,2424 ,9877 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),39,서초동유원아파트,1569 ,1978 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),40,롯데칠성,335 ,2493 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),41,신분당선강남역,1249 ,5639 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),42,래미안아파트.파이낸셜뉴스(중),556 ,2455 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),43,뱅뱅사거리,334 ,1793 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),44,양재역.서초문화예술회관,929 ,1989 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),45,교육개발원입구,142 ,1112 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),46,시민의숲,10 ,1406 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),47,AT센터.양재꽃시장,21 ,1660 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),48,양재2동주민센터.양재꽃시장,3275 ,13 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),49,언남고교,1376 ,47 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),50,교육개발원입구,2434 ,560 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),51,양재역.서초문화예술회관,1853 ,1476 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),52,뱅뱅사거리,1960 ,380 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),53,래미안아파트.파이낸셜뉴스(중),3607 ,926 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),54,신분당선강남역,5262 ,1450 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),55,서초동진흥아파트,2462 ,929 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),56,서초동유원아파트,2166 ,1782 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),57,지하철2호선교대역4출구,5859 ,2114 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),58,법조단지,2624 ,2667 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),59,디에이치반포클라스,4841 ,6576 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),60,삼호가든사거리.반포도서관,10329 ,3754 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),61,고속터미널,15088 ,12343 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),62,신반포역.세화여중고,3031 ,2706 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),63,구반포역.세화고등학교,1540 ,545 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),64,동작대교전망카페,178 ,442 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),65,서빙고역1번출구,1176 ,3242 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),66,서빙고신동아아파트,4579 ,5156 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),67,이촌동현대아파트,2440 ,5505 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),68,이촌동강촌아파트,2495 ,1893 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),69,신용산초등학교,2972 ,4209 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),70,이촌동한가람아파트.이촌역,5218 ,4536 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),71,이촌동두산위브트레지움.한강대우아파트,2350 ,2553 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),72,서부이촌동입구,2470 ,5138 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),73,이촌2동대림아파트.새남터성지,1835 ,3181 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),74,이촌2동주민센터,2296 ,2393 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),75,성촌공원.포르쉐센터용산,540 ,1233 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),76,이촌119안전센터.성촌공원,744 ,700 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),77,원효로풍전아파트,1649 ,2873 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),78,원효로3가,1088 ,2035 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),79,원효로2가사거리,371 ,1832 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),80,남정초등학교,744 ,1431 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),81,용산꿈나무종합타운.보건분소,1153 ,3591 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),82,효창공원앞역.이봉창역사울림관,6436 ,3974 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),83,국민은행효창동지점,874 ,1561 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),84,효창공원삼거리.윤봉길의사등묘역,348 ,3803 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),85,숙명여대후문.이봉창활동터,578 ,2095 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),86,효창공원후문,1002 ,1694 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),87,한겨레신문사입구,391 ,1564 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),88,대한노인회,521 ,1187 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),89,효창운동장.효창동주민센터,287 ,121 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),90,서울금양초등학교.국민은행효창동지점,399 ,333 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),91,효창공원앞역.이봉창역사울림관,821 ,1569 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),92,용산꿈나무종합타운.보건분소,101 ,391 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),93,원효로2가,66 ,515 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),94,용산전자상가입구,87 ,590 ,
Feb-23,11110449,411,0411번(용산차고지~AT센터),95,용산역3번출구.용산차고지,5 ,809 ,
Feb-23,11110001,100,100번(하계동~용산구청),1,한성여객종점,304 ,55 ,
Feb-23,11110001,100,100번(하계동~용산구청),2,노원평생학습관,244 ,19 ,
Feb-23,11110001,100,100번(하계동~용산구청),3,서울시립북서울미술관,1222 ,31 ,
Feb-23,11110001,100,100번(하계동~용산구청),4,중계역,1139 ,108 ,
Feb-23,11110001,100,100번(하계동~용산구청),5,중계역2번출구,3707 ,538 ,
Feb-23,11110001,100,100번(하계동~용산구청),6,중계3단지목련아파트,1877 ,800 ,
Feb-23,11110001,100,100번(하계동~용산구청),7,목련아파트상가,6612 ,1479 ,
Feb-23,11110001,100,100번(하계동~용산구청),8,중계목화아파트4단지,4599 ,650 ,
Feb-23,11110001,100,100번(하계동~용산구청),9,노원경찰서,6806 ,805 ,
Feb-23,11110001,100,100번(하계동~용산구청),10,하계1동주민센터,3625 ,671 ,
Feb-23,11110001,100,100번(하계동~용산구청),11,골마을근린공원,8143 ,1913 ,
Feb-23,11110001,100,100번(하계동~용산구청),12,하계역,12705 ,5709 ,
Feb-23,11110001,100,100번(하계동~용산구청),13,하계우성아파트,14369 ,1167 ,
Feb-23,11110001,100,100번(하계동~용산구청),14,하계극동아파트,5088 ,1588 ,
Feb-23,11110001,100,100번(하계동~용산구청),15,월계보건지소,5649 ,3091 ,
Feb-23,11110001,100,100번(하계동~용산구청),16,인덕대학,5855 ,6152 ,
Feb-23,11110001,100,100번(하계동~용산구청),17,월계주공108동앞롯데캐슬루나아파트,8330 ,4162 ,
Feb-23,11110001,100,100번(하계동~용산구청),18,오현초등학교,8929 ,6133 ,
Feb-23,11110001,100,100번(하계동~용산구청),19,꿈의숲주차장입구,3883 ,2224 ,
Feb-23,11110001,100,100번(하계동~용산구청),20,북서울꿈의숲,5525 ,1397 ,
Feb-23,11110001,100,100번(하계동~용산구청),21,송중동한일유엔아이,1996 ,3417 ,
Feb-23,11110001,100,100번(하계동~용산구청),22,창문여고앞,5971 ,5838 ,
Feb-23,11110001,100,100번(하계동~용산구청),23,숭곡초등학교입구,3840 ,7462 ,
Feb-23,11110001,100,100번(하계동~용산구청),24,월곡뉴타운,3903 ,7428 ,
Feb-23,11110001,100,100번(하계동~용산구청),25,길음뉴타운,3884 ,7874 ,
Feb-23,11110001,100,100번(하계동~용산구청),26,미아리고개.미아리예술극장,3170 ,5818 ,
Feb-23,11110001,100,100번(하계동~용산구청),27,돈암사거리.성신여대입구,2505 ,9433 ,
Feb-23,11110001,100,100번(하계동~용산구청),28,삼선교.한성대학교,3170 ,6311 ,
Feb-23,11110001,100,100번(하계동~용산구청),29,혜화동로터리.여운형활동터,1543 ,5232 ,
Feb-23,11110001,100,100번(하계동~용산구청),30,명륜3가.성대입구,3737 ,4942 ,
Feb-23,11110001,100,100번(하계동~용산구청),31,창경궁.서울대학교병원,2739 ,3943 ,
Feb-23,11110001,100,100번(하계동~용산구청),32,원남동,3589 ,4879 ,
Feb-23,11110001,100,100번(하계동~용산구청),33,광장시장,1950 ,5317 ,
Feb-23,11110001,100,100번(하계동~용산구청),34,을지로4가,1925 ,5899 ,
Feb-23,11110001,100,100번(하계동~용산구청),35,을지로3가,2407 ,8256 ,
Feb-23,11110001,100,100번(하계동~용산구청),36,을지로2가.기업은행본점.서울노동청,4564 ,6370 ,
Feb-23,11110001,100,100번(하계동~용산구청),37,롯데백화점,6418 ,4532 ,
Feb-23,11110001,100,100번(하계동~용산구청),38,북창동.남대문시장,2252 ,2784 ,
Feb-23,11110001,100,100번(하계동~용산구청),39,숭례문(가상),1 ,927 ,
Feb-23,11110001,100,100번(하계동~용산구청),40,숭례문,1301 ,2077 ,
Feb-23,11110001,100,100번(하계동~용산구청),41,서울역버스환승센터,4832 ,3672 ,
Feb-23,11110001,100,100번(하계동~용산구청),42,갈월동,2516 ,1649 ,
Feb-23,11110001,100,100번(하계동~용산구청),43,숙대입구역,4383 ,2210 ,
Feb-23,11110001,100,100번(하계동~용산구청),44,삼각지역,3160 ,1937 ,
Feb-23,11110001,100,100번(하계동~용산구청),45,용산우체국,2036 ,1767 ,
Feb-23,11110001,100,100번(하계동~용산구청),46,신용산역,8997 ,3223 ,
Feb-23,11110001,100,100번(하계동~용산구청),47,한강대교북단.LG유플러스,4895 ,2243 ,
Feb-23,11110001,100,100번(하계동~용산구청),48,이촌동동부센트레빌,994 ,4446 ,
Feb-23,11110001,100,100번(하계동~용산구청),49,이촌1동충신교회앞,1922 ,5650 ,
Feb-23,11110001,100,100번(하계동~용산구청),50,이촌동한강맨션.이촌역,3841 ,5250 ,
Feb-23,11110001,100,100번(하계동~용산구청),51,신용산초등학교,2004 ,4594 ,
Feb-23,11110001,100,100번(하계동~용산구청),52,이촌동점보아파트,1777 ,5440 ,
Feb-23,11110001,100,100번(하계동~용산구청),53,금강병원.반도아파트,1114 ,3291 ,
Feb-23,11110001,100,100번(하계동~용산구청),54,서빙고신동아아파트,1176 ,5250 ,
Feb-23,11110001,100,100번(하계동~용산구청),55,서빙고역1번출구,2854 ,3359 ,
Feb-23,11110001,100,100번(하계동~용산구청),56,한강중학교,1120 ,4795 ,
Feb-23,11110001,100,100번(하계동~용산구청),57,용산구청,2919 ,3437 ,
Feb-23,11110001,100,100번(하계동~용산구청),58,용산구청,2331 ,225 ,
Feb-23,11110001,100,100번(하계동~용산구청),59,한강중학교,1261 ,93 ,
Feb-23,11110001,100,100번(하계동~용산구청),60,금호베스트빌앞,370 ,147 ,
Feb-23,11110001,100,100번(하계동~용산구청),61,서빙고초등학교,55 ,233 ,
Feb-23,11110001,100,100번(하계동~용산구청),62,서빙고역교차로,596 ,494 ,
Feb-23,11110001,100,100번(하계동~용산구청),63,서빙고역1번출구,1619 ,1438 ,
Feb-23,11110001,100,100번(하계동~용산구청),64,서빙고신동아아파트,10549 ,1877 ,
Feb-23,11110001,100,100번(하계동~용산구청),65,이촌동현대아파트,7317 ,1793 ,
Feb-23,11110001,100,100번(하계동~용산구청),66,이촌동강촌아파트,6895 ,1234 ,
Feb-23,11110001,100,100번(하계동~용산구청),67,신용산초등학교,5422 ,3028 ,
Feb-23,11110001,100,100번(하계동~용산구청),68,이촌동한가람아파트.이촌역,6585 ,3340 ,
Feb-23,11110001,100,100번(하계동~용산구청),69,이촌동두산위브트레지움.한강대우아파트,8942 ,2532 ,
Feb-23,11110001,100,100번(하계동~용산구청),70,한강대교북단.LG유플러스,5643 ,10018 ,
Feb-23,11110001,100,100번(하계동~용산구청),71,신용산역,2683 ,8902 ,
Feb-23,11110001,100,100번(하계동~용산구청),72,용산우체국,1727 ,2974 ,
Feb-23,11110001,100,100번(하계동~용산구청),73,삼각지역,1881 ,4159 ,
Feb-23,11110001,100,100번(하계동~용산구청),74,숙대입구역,2527 ,6256 ,
Feb-23,11110001,100,100번(하계동~용산구청),75,갈월동,2151 ,2117 ,
Feb-23,11110001,100,100번(하계동~용산구청),76,서울역버스환승센터.강우규의거터,2250 ,3895 ,
Feb-23,11110001,100,100번(하계동~용산구청),77,남대문시장앞.이회영활동터,2896 ,3682 ,
Feb-23,11110001,100,100번(하계동~용산구청),78,롯데영프라자,3800 ,3905 ,
Feb-23,11110001,100,100번(하계동~용산구청),79,을지로입구.로얄호텔,3694 ,3364 ,
Feb-23,11110001,100,100번(하계동~용산구청),80,을지로2가.파인에빈뉴,6263 ,1976 ,
Feb-23,11110001,100,100번(하계동~용산구청),81,을지로3가,2887 ,1747 ,
Feb-23,11110001,100,100번(하계동~용산구청),82,을지로4가.베스트웨스턴국도,2626 ,2322 ,
Feb-23,11110001,100,100번(하계동~용산구청),83,을지로5가.중부시장,963 ,1712 ,
Feb-23,11110001,100,100번(하계동~용산구청),84,을지로6가.국립중앙의료원,1080 ,1823 ,
Feb-23,11110001,100,100번(하계동~용산구청),85,광희동,1803 ,1959 ,
Feb-23,11110001,100,100번(하계동~용산구청),86,퇴계로6가,2349 ,2136 ,
Feb-23,11110001,100,100번(하계동~용산구청),87,을지로5가.훈련원종합체육관,2596 ,280 ,
Feb-23,11110001,100,100번(하계동~용산구청),88,방산시장.훈련원종합체육관,1627 ,550 ,
Feb-23,11110001,100,100번(하계동~용산구청),89,종로5가,3792 ,2123 ,
Feb-23,11110001,100,100번(하계동~용산구청),90,종로5가.효제초등학교,3416 ,930 ,
Feb-23,11110001,100,100번(하계동~용산구청),91,종로5가.효제동.김상옥의거터,981 ,868 ,
Feb-23,11110001,100,100번(하계동~용산구청),92,방송통신대.이화장,2482 ,1571 ,
Feb-23,11110001,100,100번(하계동~용산구청),93,혜화역.마로니에공원,5740 ,2352 ,
Feb-23,11110001,100,100번(하계동~용산구청),94,혜화역.동성중고(장면총리가옥),6785 ,1497 ,
Feb-23,11110001,100,100번(하계동~용산구청),95,삼선교.한성대학교.조소앙활동터,7786 ,3656 ,
Feb-23,11110001,100,100번(하계동~용산구청),96,돈암사거리.성신여대입구,12767 ,4288 ,
Feb-23,11110001,100,100번(하계동~용산구청),97,미아리고개.미아리예술극장,3484 ,2893 ,
Feb-23,11110001,100,100번(하계동~용산구청),98,길음뉴타운,7885 ,3500 ,
Feb-23,11110001,100,100번(하계동~용산구청),99,월곡뉴타운,6604 ,2575 ,
Feb-23,11110001,100,100번(하계동~용산구청),100,숭곡초교입구,4797 ,4679 ,
Feb-23,11110001,100,100번(하계동~용산구청),101,창문여고,7186 ,6192 ,
Feb-23,11110001,100,100번(하계동~용산구청),102,동방고개,1569 ,2292 ,
Feb-23,11110001,100,100번(하계동~용산구청),103,장위동그린빌아파트,1071 ,4379 ,
Feb-23,11110001,100,100번(하계동~용산구청),104,북서울꿈의숲,3878 ,7012 ,
Feb-23,11110001,100,100번(하계동~용산구청),105,장월초등학교,5819 ,7949 ,
Feb-23,11110001,100,100번(하계동~용산구청),106,롯데캐슬루나아파트,4585 ,5370 ,
Feb-23,11110001,100,100번(하계동~용산구청),107,인덕대앞,6271 ,4717 ,
Feb-23,11110001,100,100번(하계동~용산구청),108,월계보건지소,3292 ,6095 ,
Feb-23,11110001,100,100번(하계동~용산구청),109,하계시영아파트,891 ,10212 ,
Feb-23,11110001,100,100번(하계동~용산구청),110,하계장미아파트,1001 ,12669 ,
Feb-23,11110001,100,100번(하계동~용산구청),111,하계미성아파트.을지병원,7673 ,6662 ,
Feb-23,11110001,100,100번(하계동~용산구청),112,한성여객종점,237 ,2325 ,
Feb-23,11110001,100,100번(하계동~용산구청),113,대진고등학교,321 ,5568 ,
Feb-23,11110001,100,100번(하계동~용산구청),114,서울온천,917 ,6623 ,
Feb-23,11110001,100,100번(하계동~용산구청),115,노원경찰서.혜성여고,669 ,5369 ,
Feb-23,11110001,100,100번(하계동~용산구청),116,하계현대아파트,554 ,3481 ,
Feb-23,11110001,100,100번(하계동~용산구청),117,롯데마트,764 ,3181 ,
Feb-23,11110001,100,100번(하계동~용산구청),118,상명초등학교,453 ,1056 ,
Feb-23,11110001,100,100번(하계동~용산구청),119,중계건영2차아파트,125 ,1865 ,
Feb-23,11110001,100,100번(하계동~용산구청),120,중계역,217 ,797 ,
Feb-23,11110001,100,100번(하계동~용산구청),121,하계한신청구아파트,1 ,275 ,
Feb-23,11110001,100,100번(하계동~용산구청),122,한성여객종점,0 ,219 ,
Feb-23,11110002,101,101번(화계사~동대문),1,우이동도선사입구(기점가상),55 ,8 ,
Feb-23,11110002,101,101번(화계사~동대문),2,우이동도선사입구.북한산우이역,1234 ,3 ,
Feb-23,11110002,101,101번(화계사~동대문),3,우이동성원아파트,957 ,15 ,
Feb-23,11110002,101,101번(화계사~동대문),4,쌍문동청한빌라,6622 ,120 ,
Feb-23,11110002,101,101번(화계사~동대문),5,쌍문동우이빌라,1356 ,272 ,
Feb-23,11110002,101,101번(화계사~동대문),6,초당초등학교,11384 ,893 ,
